Question,Confirmation,Factoid,List,Causal,Hypothetical,Complex
Is mahogany hardwood or softwood?,1,0,0,0,0,0
"How did Pierre-Auguste Renoir's childhood and education influence his artistic style and subject matter, and what was his impact on the impressionist movement?",0,0,0,0,0,1
Why has production automation become popular?,0,0,0,1,0,0
BMG Rights Music was relaunched in what year?,0,1,0,0,0,0
The Vinaya was recited by?,0,1,0,0,0,0
Why did the Japanese have troops on Okinawa?,0,0,0,1,0,0
Did Bush become disfavorable during the time of the 9/11 attacks?,1,0,0,0,0,0
Do scientists know the cause of sexual orientation?,1,0,0,0,0,0
How would global agriculture change if plants no longer needed sun to grow?,0,0,0,0,1,0
Why were women slaves more popular?,0,0,0,1,0,0
Why couldn't Shawn Michaels defend himself?,0,0,0,1,0,0
Why is this exemption provision often considered a nonfactor?,0,0,0,1,0,0
During the 19th century was there any advocates for the working children?,0,1,0,0,0,0
Why is green the color of the environmental movement?,0,0,0,1,0,0
Is Spain apart from federalism?,1,0,0,0,0,0
W is set to be the major stock holder of the business that first rang a bell to begin in the winter of 2014 in Myanmar ?,0,1,0,0,0,0
Is the family of the first Greeks gone?,1,0,0,0,0,0
Are there race standards used for competitions?,1,0,0,0,0,0
Why was the customer data dumped first?,0,0,0,1,0,0
Why does the Catholic Church approve of the Freemasons so strongly?,0,0,0,1,0,0
Is the FA cup sponsored?,1,0,0,0,0,0
Is there such a thing as bilingual state?,1,0,0,0,0,0
Why did Kim Il-Sung redeploy his military troops?,0,0,0,1,0,0
Is it going to drink alcohol when you take an antibiotic?,0,0,0,0,0,1
Is the percentage of admixture in the modern Ashkenazi genome higher or lower than previously thought?,0,0,0,0,0,1
The Merseyside derby is also known as?,0,1,0,0,0,0
Where did Irenaeus and Eusebius of Caesarea live?,0,1,0,0,0,0
Which papyrologist theorized lowercase letter actually developed from the fifth century uncials?,0,1,0,0,0,0
Should culture be directly connected to a nation or ethnicity?,0,0,0,1,0,0
In past eras has a non-league team reached the quarter finals?,0,1,0,0,0,0
Do smoking bans prevent workplace allergies?,1,0,0,0,0,0
Do the Spanish have a legacy in America from their forefathers?,0,1,0,0,0,0
Do textual critics always include additions found in the majority of subsequent versions of a work?,0,1,0,0,0,0
Why did eastern power believe that the Soviet government wouldn’t partake in another world war?,0,0,0,1,0,0
Why did South Africa install an interim administration in Namibia?,0,0,0,1,0,0
Can a reader be certain of the validity of information found in a clear-text edition?,0,0,0,0,0,1
Westminster Abbey was the third lowest learning place after which two places?,0,0,1,0,0,0
Are there some discrepancies among students for the distinction of the period ?,1,0,0,0,0,0
Outside of promoting diversity what does Eastland believe the other reason to be in favor of affirmative action?,0,1,0,0,0,0
The northern part of this country has been reintroduced to the wild boar?,0,1,0,0,0,0
Are there any other areas of America Venezuelans settled in?,1,0,0,0,0,0
Are there many agricultural products on Greek land?,1,0,0,0,0,0
During puberty and adolescence do most children share the same or different attitudes and values as their parents?,0,0,0,1,0,0
Why were the residents of the Chechen-Ingush ASSR deported?,0,0,0,1,0,0
Did the British manage to stop the building at Fort Duquesne?,1,0,0,0,0,0
Was the accent put early?,0,0,0,0,0,1
What county in England is drier than the rest of the country?,0,1,0,0,0,0
Why was the senate considered to be supreme during this time?,0,0,0,1,0,0
Why was it easy for people to believe that cotton grew on sheep that grew in northern Europe?,0,0,0,1,0,0
The two great ancient Greek historians were?,0,1,0,0,0,0
Why did Senator Boxer say she voted the way she did?,0,0,0,1,0,0
Are tidewater glaciers more or less affected by climate change than other glaciers?,0,0,0,1,0,0
Why did Hitler use terror bombing against Britain?,0,0,0,1,0,0
In what place did the University of Kansas finish in national rankings for graduate architecture programs in 2012?,0,1,0,0,0,0
Why did Naples remain neutral?,0,0,0,1,0,0
Why is a second meter usually unnecessary to monitor electricity use?,0,1,0,0,0,0
Was government response to the Enlightenment uniformly positive or widely varied?,0,0,0,1,0,0
According to Peter J. Wallison why did the U.S. residential housing bubble led to financial crisis?,0,0,0,1,0,0
Do chickens die in the sport of cockfighting?,1,0,0,0,0,0
Does everyone agree that Amendment No 36 is a good idea?,1,0,0,0,0,0
Is it better to harvest grain before or after the morning dew evaporates?,0,0,0,1,0,0
Was there a change in the competition format after the Premier League was formed?,0,1,0,0,0,0
Why is the Bermuda Triangle an area of interest?,0,0,0,1,0,0
Why was Ohio disallowed from using a biblical passage as its motto?,0,0,0,1,0,0
If the growth rings are wider was the growth of the tree slower or more rapid?,0,0,0,1,0,0
Why did President Levin believe there were so many Yale alumni presidential candidates?,0,0,0,1,0,0
Was place is Lahaul Spiti on the population chart even though it came first?,0,1,0,0,0,0
Were they men or women who were mainly involved in the agitation of corn?,0,0,0,0,0,1
What property do PCBs have that makes them tough to drill through?,0,1,0,0,0,0
Name the largest ethnic group in Southeast Asia.,0,1,0,0,0,0
Why was martial law declared in Burma in 1989?,0,0,0,1,0,0
Do any sees carry the right to the cardinalate?,1,0,0,0,0,0
Has there been a recent increase or decrease in international students studying in Melbourne?,0,0,0,0,0,1
Is China an affect on the government in Burma?,1,0,0,0,0,0
Has the final been won by a club outside of the top divisions?,1,0,0,0,0,0
Did the FBI keep files on Elvis Presley?,1,0,0,0,0,0
Is the airway obstruction reversable in asthma?,1,0,0,0,0,0
Starting in 1963 IBM started a program by naming 8 of these.,0,0,0,0,0,1
Why is the krill so important to the Antarctic area?,0,1,0,0,0,0
Who discovered New Zealand for the Dutch?,0,1,0,0,0,0
German name for knight?,0,1,0,0,0,0
Another term for the effective area is?,0,1,0,0,0,0
The average rainfall level of somerset,0,1,0,0,0,0
Is bleed easy or difficult to control?,1,0,0,0,0,0
Why did one person remain on Norfolk Island after others had already left?,0,0,0,1,0,0
Did Bortolazzi like playing the new wire strung mandolins?,0,0,0,0,0,1
Where did the White Huns roam?,0,1,0,0,0,0
Did critics call the painting \Virgil Reading the Aeneid\ a great success or a failure?,0,0,0,0,0,1
A criticism the Buddha gave dealing with animals was?,0,1,0,0,0,0
Does Florida benefit from taxes?,1,0,0,0,0,0
Was illiteracy a factor in changing the minds of parents of child labourers?,0,0,0,1,0,0
When was the tuberculosis classification system created?,0,1,0,0,0,0
Is the Electoral College only publishing the U.S. Statutes in general or are there others?,1,0,0,0,0,0
Why did Victoria live with her mother at the beginning of her reign?,0,0,0,1,0,0
Name one person that Jewish ancestry traced back to?,0,1,0,0,0,0
Did many believe the FBI was resisting important changes?,1,0,0,0,0,0
Is wisdom the same thing as intelligence?,0,1,0,0,0,0
Softening metals can be achieved by?,0,1,0,0,0,0
Why does Windows RT only work with apps included with the system?,0,0,0,1,0,0
What are the only two Disney parks allowed to have Marvel characters?,0,1,0,0,0,0
Are hardwood or softwood species more uniform in structure?,1,0,0,0,0,0
Why do tented camps support hunting?,0,0,0,1,0,0
One way to increase college graduation by the foundation is ,0,0,0,0,0,1
Name a few professions that have the highest risk of colophony?,0,0,1,0,0,0
Was Athanase loved by everyone?,0,0,0,0,0,1
Does the majority of fatalities from TB occur in developing countries or industrialized nations?,0,0,0,1,0,0
Why were the designs for different USB connectors made?,0,0,0,1,0,0
Most of NARA's holdings are available to sector?,1,0,0,0,0,0
What is the normal snowfall?,0,1,0,0,0,0
Does hinduism only believe in a single god?,0,1,0,0,0,0
Why were a series of fortifications in the Maurienne valley built?,0,0,0,1,0,0
Why is proper nutrition important?,0,0,0,1,0,0
Do all jurisdictions require the permit to be displayed in the elevator?,1,0,0,0,0,0
Nam the major components for the City's growth.,0,1,0,0,0,0
By storing smaller quantities of info long-term memory has this length of duration?,0,1,0,0,0,0
Are modern day teenagers exposed to more or less media than other generations?,0,1,0,0,0,0
Why would God being substantially affected by the world be beneficial?,0,0,0,1,0,0
IBM sold two product lines to Lenovo name them.,0,0,1,0,0,0
The Archdiocese of Milwaukee says that the correct way to address a cardinal in English is?,0,1,0,0,0,0
Why was this verb used?,0,0,0,1,0,0
Name two infrastructure projects Nasser spearheaded.,0,0,1,0,0,0
Doesn't it remove wrinkles?,1,0,0,0,0,0
Why did many members of the senate flee the city after Caesar's death?,0,0,0,1,0,0
Do most large streets carry one or two senses?,1,0,0,0,0,0
What was obsidian used to make in prehistoric times?,0,1,0,0,0,0
Name one child from the union of Tony and Joan?,0,1,0,0,0,0
Why are the deficit values affected by the currency swap with Goldman Sachs relevant to Greece's Eurozone entry?,0,0,0,1,0,0
Has science research figured out the cause of sexual orientation preferences?,0,1,0,0,0,0
Do European Leagues sell their television rights per a collective level?,1,0,0,0,0,0
Does England have its own Parliament?,1,0,0,0,0,0
Are there exceptions to Texas official language?,0,0,0,0,0,1
Were von Neumann's conclusions of collapse of entire universe cause accepted widely?,1,0,0,0,0,0
Describe a reason to take a database backwards in time?,0,0,0,0,0,1
Is amnesia only seen in one form?,1,0,0,0,0,0
Have the Rockingham Whigs regained power as an opposition to the government?,0,0,0,0,0,1
Name Michigan's first Civic chartered company.,0,1,0,0,0,0
Why did Cech send out missionaries?,0,0,0,1,0,0
Can a DBMS be transferred to a different DBMS?,0,1,0,0,0,0
Why do EU institutions and national governments never respect the dependence of the ECB?,0,0,0,1,0,0
The Standing Committee of the National People's Congress is seated in what city?,0,1,0,0,0,0
Has the number of participants remained the same?,1,0,0,0,0,0
Why does a female firefly use the markings on its wings?,0,0,0,1,0,0
Are basic antennas expensive?,1,0,0,0,0,0
Why is hunting still vital in marginal climates?,0,0,0,1,0,0
If a perpetual motion machine was invented what would be the implications for energy consumption?,0,0,0,0,1,0
Why is Bermuda a great place for snorkellers?,0,0,0,1,0,0
What is the only school in the country implementing three international Baccalaureate Programmes?,0,1,0,0,0,0
Why were outbreaks of measles and smallpox able to so easily decimate the Taínos' population?,0,0,0,1,0,0
Are all of New Haven's smaller streams active through all four seasons?,1,0,0,0,0,0
Why did John Quinton and Peter Leaver resign as chairman and chief executive?,0,0,0,1,0,0
Why has there been a several court cases against Sky and Premier League?,0,0,0,1,0,0
Why was there criticism of the elite clubs?,0,0,0,1,0,0
When did season four premiere?,0,1,0,0,0,0
The science of Aristotle Galileo and Newton no longer serve for scientific instruction why?,0,0,0,1,0,0
Are male or female late adolescents more likely to smoke cigarettes?,0,0,0,1,0,0
Does the Liberal Party of Australia consider itself socialist or anti-socialist?,0,1,0,0,0,0
Why is the data arranged in a spiral pattern?,0,0,0,1,0,0
Why did using business meetings to transmit slow-scan video fail?,0,0,0,1,0,0
What are two types of non-repetitive DNA?,0,1,0,0,0,0
Name 2 of county gorges,0,0,1,0,0,0
Was there an energy efficiency improvement in the period 1974 through 1980?,1,0,0,0,0,0
Why does Windows RT only work with apps excluded with the system?,0,0,0,1,0,0
Who are the lowest ranking cardinals in the Catholic church?,0,1,0,0,0,0
Why did Maclean shoot at Victoria?,0,0,0,1,0,0
The highest ranking person's title in British India is?,0,1,0,0,0,0
Name a hip/hop artist from the city?,0,0,1,0,0,0
A term that refers to the highs and lows of power in electro magnetic waves is?,0,1,0,0,0,0
What is Clawshot's main weapon?,0,1,0,0,0,0
What was Nintendo moving on to?,0,1,0,0,0,0
What kind of circuit has the least amount of resistance?,0,1,0,0,0,0
Trees with two branches minimized opportunities for that? ,0,0,0,0,1,0
What was the name of the largest ship operating in the Indian ocean?,0,1,0,0,0,0
What separates 'heavy' sexual activity from other forms of affection?,0,1,0,0,0,0
The 1800s are referred to as?,0,0,1,0,0,0
Why was the Alaska Permanent Fund unestablished?,0,0,0,1,0,0
Is there any structural damage associated with secretory diarrhea?,0,0,0,1,0,0
Does a high ranking on the HDI indicate shorter or longer life expectancy at birth?,0,1,0,0,0,0
Is it the chip or package that influences the price of an SMD plus?,0,0,0,0,0,1
Is much of Melbourne's metropolitan area described as low density spread or high density spread?,1,0,0,0,0,0
Are university educators from the Greek world working as professors and teachers in other countries?,0,1,0,0,0,0
Could von Neumann recall written text much later?,0,1,0,0,0,0
Does Armenia have more rural or urban hamaynker?,0,0,0,1,0,0
